id,sale
3001006,475.2536
3001007,475.25363
3001008,475.25363
3001009,475.25363
3001010,475.2536
3001011,475.2536
3001012,475.25363
3001013,475.25363
3001014,475.25363
3001015,475.2536
3001016,475.2536
3001017,475.25363
3001018,475.25363
3001019,475.25363
3001020,475.2536
3001021,475.2536
3001022,475.25363
3001023,475.25363
3001024,475.25363
3001025,475.2536
3001026,475.2536
3001027,475.25363
3001028,475.25363
3001029,475.25363
3001030,475.2536
3001031,475.2536
3001032,475.25363
3001033,475.25363
3001034,475.25363
3001035,475.2536
3001036,475.2536
3001037,475.25363
3001038,475.25363
3001039,475.25363
3001040,475.2536
3001041,475.2536
3001042,475.25363
3001043,475.25363
3001044,475.25363
3001045,475.2536
3001046,475.2536
3001047,475.25363
3001048,475.25363
3001049,475.25363
3001050,475.2536
3001051,475.2536
3001052,475.25363
3001053,475.25363
3001054,475.25363
3001055,475.2536
3001056,475.2536
3001057,475.25363
3001058,475.25363
3001059,475.25363
3001060,475.2536
3001061,475.2536
3001062,475.25363
3001063,475.25363
3001064,475.25363
3001065,475.2536
3001066,475.2536
3001067,475.25363
3001068,475.25363
3001069,475.25363
3001070,475.2536
3001071,475.2536
3001072,475.25363
3001073,475.25363
3001074,475.25363
3001075,475.2536
3001076,475.2536
3001077,475.25363
3001078,475.25363
3001079,475.25363
3001080,475.2536
3001081,475.2536
3001082,475.25363
3001083,475.25363
3001084,475.25363
3001085,475.2536
3001086,475.2536
3001087,475.25363
3001088,475.25363
3001089,475.25363
3001090,475.2536
3001091,475.2536
3001092,475.25363
3001093,475.25363
3001094,475.25363
3001095,475.2536
3001096,475.2536
3001097,475.25363
3001098,475.25363
3001099,475.25363
3001100,475.2536
3001101,475.2536
3001102,475.25363
3001103,475.25363
3001104,475.25363
3001105,475.2536
3001106,475.2536
3001107,475.25363
3001108,475.25363
3001109,475.25363
3001110,475.2536
3001111,475.2536
3001112,475.25363
3001113,475.25363
3001114,475.25363
3001115,475.2536
3001116,475.2536
3001117,475.25363
3001118,475.25363
3001119,475.25363
3001120,475.2536
3001121,475.2536
3001122,475.25363
3001123,475.25363
3001124,475.25363
3001125,475.2536
3001126,475.2536
3001127,475.25363
3001128,475.25363
3001129,475.25363
3001130,475.2536
3001131,475.2536
3001132,475.25363
3001133,475.25363
3001134,475.25363
3001135,475.2536
3001136,475.2536
3001137,475.25363
3001138,475.25363
3001139,475.25363
3001140,475.2536
3001141,475.2536
3001142,475.25363
3001143,475.25363
3001144,475.25363
3001145,475.2536
3001146,475.2536
3001147,475.25363
3001148,475.25363
3001149,475.25363
3001150,475.2536
3001151,475.2536
3001152,475.25363
3001153,475.25363
3001154,475.25363
3001155,475.2536
3001156,475.2536
3001157,475.25363
3001158,475.25363
3001159,475.25363
3001160,475.2536
3001161,475.2536
3001162,475.25363
3001163,475.25363
3001164,475.25363
3001165,475.2536
3001166,475.2536
3001167,475.25363
3001168,475.25363
3001169,475.25363
3001170,475.2536
3001171,475.2536
3001172,475.25363
3001173,475.25363
3001174,475.25363
3001175,475.2536
3001176,475.2536
3001177,475.25363
3001178,475.25363
3001179,475.25363
3001180,475.2536
3001181,475.2536
3001182,475.25363
3001183,475.25363
3001184,475.25363
3001185,475.2536
3001186,475.2536
3001187,475.25363
3001188,475.25363
3001189,475.25363
3001190,475.2536
3001191,475.2536
3001192,475.25363
3001193,475.25363
3001194,475.25363
3001195,475.2536
3001196,475.2536
3001197,475.25363
3001198,475.25363
3001199,475.25363
3001200,475.2536
3001201,475.2536
3001202,475.25363
3001203,475.25363
3001204,475.25363
3001205,475.2536
3001206,475.2536
3001207,475.25363
3001208,475.25363
3001209,475.25363
3001210,475.2536
3001211,475.2536
3001212,475.25363
3001213,475.25363
3001214,475.25363
3001215,475.2536
3001216,475.2536
3001217,475.25363
3001218,475.25363
3001219,475.25363
3001220,475.2536
3001221,475.2536
3001222,475.25363
3001223,475.25363
3001224,475.25363
3001225,475.2536
3001226,475.2536
3001227,475.25363
3001228,475.25363
3001229,475.25363
3001230,475.2536
3001231,475.2536
3001232,475.25363
3001233,475.25363
3001234,475.25363
3001235,475.2536
3001236,475.2536
3001237,475.25363
3001238,475.25363
3001239,475.25363
3001240,475.2536
3001241,475.2536
3001242,475.25363
3001243,475.25363
3001244,475.25363
3001245,475.2536
3001246,475.2536
3001247,475.25363
3001248,475.25363
3001249,475.25363
3001250,475.2536
3001251,475.2536
3001252,475.25363
3001253,475.25363
3001254,475.25363
3001255,475.2536
3001256,475.2536
3001257,475.25363
3001258,475.25363
3001259,475.25363
3001260,475.2536
3001261,475.2536
3001262,475.25363
3001263,475.25363
3001264,475.25363
3001265,475.2536
3001266,475.2536
3001267,475.25363
3001268,475.25363
3001269,475.25363
3001270,475.2536
3001271,475.2536
3001272,475.25363
3001273,475.25363
3001274,475.25363
3001275,475.2536
3001276,475.2536
3001277,475.25363
3001278,475.25363
3001279,475.25363
3001280,475.2536
3001281,475.2536
3001282,475.25363
3001283,475.25363
3001284,475.25363
3001285,475.2536
3001286,475.2536
3001287,475.25363
3001288,475.25363
3001289,475.25363
3001290,475.2536
3001291,475.2536
3001292,475.25363
3001293,475.25363
3001294,475.25363
3001295,475.2536
3001296,475.2536
3001297,475.25363
3001298,475.25363
3001299,475.25363
3001300,475.2536
3001301,475.2536
3001302,475.25363
3001303,475.25363
3001304,475.25363
3001305,475.2536
3001306,475.2536
3001307,475.25363
3001308,475.25363
3001309,475.25363
3001310,475.2536
3001311,475.2536
3001312,475.25363
3001313,475.25363
3001314,475.25363
3001315,475.2536
3001316,475.2536
3001317,475.25363
3001318,475.25363
3001319,475.25363
3001320,475.2536
3001321,475.2536
3001322,475.25363
3001323,475.25363
3001324,475.25363
3001325,475.2536
3001326,475.2536
3001327,475.25363
3001328,475.25363
3001329,475.25363
3001330,475.2536
3001331,475.2536
3001332,475.25363
3001333,475.25363
3001334,475.25363
3001335,475.2536
3001336,475.2536
3001337,475.25363
3001338,475.25363
3001339,475.25363
3001340,475.2536
3001341,475.2536
3001342,475.25363
3001343,475.25363
3001344,475.25363
3001345,475.2536
3001346,475.2536
3001347,475.25363
3001348,475.25363
3001349,475.25363
3001350,475.2536
3001351,475.2536
3001352,475.25363
3001353,475.25363
3001354,475.25363
3001355,475.2536
3001356,475.2536
3001357,475.25363
3001358,475.25363
3001359,475.25363
3001360,475.2536
3001361,475.2536
3001362,475.25363
3001363,475.25363
3001364,475.25363
3001365,475.2536
3001366,475.2536
3001367,475.25363
3001368,475.25363
3001369,475.25363
3001370,475.2536
3001371,475.2536
3001372,475.25363
3001373,475.25363
3001374,475.25363
3001375,475.2536
3001376,475.2536
3001377,475.25363
3001378,475.25363
3001379,475.25363
3001380,475.2536
3001381,475.2536
3001382,475.25363
3001383,475.25363
3001384,475.25363
3001385,475.2536
3001386,475.2536
3001387,475.25363
3001388,475.25363
3001389,475.25363
3001390,475.2536
3001391,475.2536
3001392,475.25363
3001393,475.25363
3001394,475.25363
3001395,475.2536
3001396,475.2536
3001397,475.25363
3001398,475.25363
3001399,475.25363
3001400,475.2536
3001401,475.2536
3001402,475.25363
3001403,475.25363
3001404,475.25363
3001405,475.2536
3001406,475.2536
3001407,475.25363
3001408,475.25363
3001409,475.25363
3001410,475.2536
3001411,475.2536
3001412,475.25363
3001413,475.25363
3001414,475.25363
3001415,475.2536
3001416,475.2536
3001417,475.25363
3001418,475.25363
3001419,475.25363
3001420,475.2536
3001421,475.2536
3001422,475.25363
3001423,475.25363
3001424,475.25363
3001425,475.2536
3001426,475.2536
3001427,475.25363
3001428,475.25363
3001429,475.25363
3001430,475.2536
3001431,475.2536
3001432,475.25363
3001433,475.25363
3001434,475.25363
3001435,475.2536
3001436,475.2536
3001437,475.25363
3001438,475.25363
3001439,475.25363
3001440,475.2536
3001441,475.2536
3001442,475.25363
3001443,475.25363
3001444,475.25363
3001445,475.2536
3001446,475.2536
3001447,475.25363
3001448,475.25363
3001449,475.25363
3001450,475.2536
3001451,475.2536
3001452,475.25363
3001453,475.25363
3001454,475.25363
3001455,475.2536
3001456,475.2536
3001457,475.25363
3001458,475.25363
3001459,475.25363
3001460,475.2536
3001461,475.2536
3001462,475.25363
3001463,475.25363
3001464,475.25363
3001465,475.2536
3001466,475.2536
3001467,475.25363
3001468,475.25363
3001469,475.25363
3001470,475.2536
3001471,475.2536
3001472,475.25363
3001473,475.25363
3001474,475.25363
3001475,475.2536
3001476,475.2536
3001477,475.25363
3001478,475.25363
3001479,475.25363
3001480,475.2536
3001481,475.2536
3001482,475.25363
3001483,475.25363
3001484,475.25363
3001485,475.2536
3001486,475.2536
3001487,475.25363
3001488,475.25363
3001489,475.25363
3001490,475.2536
3001491,475.2536
3001492,475.25363
3001493,475.25363
3001494,475.25363
3001495,475.2536
3001496,475.2536
3001497,475.25363
3001498,475.25363
3001499,475.25363
3001500,475.2536
3001501,475.2536
3001502,475.25363
3001503,475.25363
3001504,475.25363
3001505,475.2536
3001506,475.2536
3001507,475.25363
3001508,475.25363
3001509,475.25363
3001510,475.2536
3001511,475.2536
3001512,475.25363
3001513,475.25363
3001514,475.25363
3001515,475.2536
3001516,475.2536
3001517,475.25363
3001518,475.25363
3001519,475.25363
3001520,475.2536
3001521,475.2536
3001522,475.25363
3001523,475.25363
3001524,475.25363
3001525,475.2536
3001526,475.2536
3001527,475.25363
3001528,475.25363
3001529,475.25363
3001530,475.2536
3001531,475.2536
3001532,475.25363
3001533,475.25363
3001534,475.25363
3001535,475.2536
3001536,475.2536
3001537,475.25363
3001538,475.25363
3001539,475.25363
3001540,475.2536
3001541,475.2536
3001542,475.25363
3001543,475.25363
3001544,475.25363
3001545,475.2536
3001546,475.2536
3001547,475.25363
3001548,475.25363
3001549,475.25363
3001550,475.2536
3001551,475.2536
3001552,475.25363
3001553,475.25363
3001554,475.25363
3001555,475.2536
3001556,475.2536
3001557,475.25363
3001558,475.25363
3001559,475.25363
3001560,475.2536
3001561,475.2536
3001562,475.25363
3001563,475.25363
3001564,475.25363
3001565,475.2536
3001566,475.2536
3001567,475.25363
3001568,475.25363
3001569,475.25363
3001570,475.2536
3001571,475.2536
3001572,475.25363
3001573,475.25363
3001574,475.25363
3001575,475.2536
3001576,475.2536
3001577,475.25363
3001578,475.25363
3001579,475.25363
3001580,475.2536
3001581,475.2536
3001582,475.25363
3001583,475.25363
3001584,475.25363
3001585,475.2536
3001586,475.2536
3001587,475.25363
3001588,475.25363
3001589,475.25363
3001590,475.2536
3001591,475.2536
3001592,475.25363
3001593,475.25363
3001594,475.25363
3001595,475.2536
3001596,475.2536
3001597,475.25363
3001598,475.25363
3001599,475.25363
3001600,475.2536
3001601,475.2536
3001602,475.25363
3001603,475.25363
3001604,475.25363
3001605,475.2536
3001606,475.2536
3001607,475.25363
3001608,475.25363
3001609,475.25363
3001610,475.2536
3001611,475.2536
3001612,475.25363
3001613,475.25363
3001614,475.25363
3001615,475.2536
3001616,475.2536
3001617,475.25363
3001618,475.25363
3001619,475.25363
3001620,475.2536
3001621,475.2536
3001622,475.25363
3001623,475.25363
3001624,475.25363
3001625,475.2536
3001626,475.2536
3001627,475.25363
3001628,475.25363
3001629,475.25363
3001630,475.2536
3001631,475.2536
3001632,475.25363
3001633,475.25363
3001634,475.25363
3001635,475.2536
3001636,475.2536
3001637,475.25363
3001638,475.25363
3001639,475.25363
3001640,475.2536
3001641,475.2536
3001642,475.25363
3001643,475.25363
3001644,475.25363
3001645,475.2536
3001646,475.2536
3001647,475.25363
3001648,475.25363
3001649,475.25363
3001650,475.2536
3001651,475.2536
3001652,475.25363
3001653,475.25363
3001654,475.25363
3001655,475.2536
3001656,475.2536
3001657,475.25363
3001658,475.25363
3001659,475.25363
3001660,475.2536
3001661,475.2536
3001662,475.25363
3001663,475.25363
3001664,475.25363
3001665,475.2536
3001666,475.2536
3001667,475.25363
3001668,475.25363
3001669,475.25363
3001670,475.2536
3001671,475.2536
3001672,475.25363
3001673,475.25363
3001674,475.25363
3001675,475.2536
3001676,475.2536
3001677,475.25363
3001678,475.25363
3001679,475.25363
3001680,475.2536
3001681,475.2536
3001682,475.25363
3001683,475.25363
3001684,475.25363
3001685,475.2536
3001686,475.2536
3001687,475.25363
3001688,475.25363
3001689,475.25363
3001690,475.2536
3001691,475.2536
3001692,475.25363
3001693,475.25363
3001694,475.25363
3001695,475.2536
3001696,475.2536
3001697,475.25363
3001698,475.25363
3001699,475.25363
3001700,475.2536
3001701,475.2536
3001702,475.25363
3001703,475.25363
3001704,475.25363
3001705,475.2536
3001706,475.2536
3001707,475.25363
3001708,475.25363
3001709,475.25363
3001710,475.2536
3001711,475.2536
3001712,475.25363
3001713,475.25363
3001714,475.25363
3001715,475.2536
3001716,475.2536
3001717,475.25363
3001718,475.25363
3001719,475.25363
3001720,475.2536
3001721,475.2536
3001722,475.25363
3001723,475.25363
3001724,475.25363
3001725,475.2536
3001726,475.2536
3001727,475.25363
3001728,475.25363
3001729,475.25363
3001730,475.2536
3001731,475.2536
3001732,475.25363
3001733,475.25363
3001734,475.25363
3001735,475.2536
3001736,475.2536
3001737,475.25363
3001738,475.25363
3001739,475.25363
3001740,475.2536
3001741,475.2536
3001742,475.25363
3001743,475.25363
3001744,475.25363
3001745,475.2536
3001746,475.2536
3001747,475.25363
3001748,475.25363
3001749,475.25363
3001750,475.2536
3001751,475.2536
3001752,475.25363
3001753,475.25363
3001754,475.25363
3001755,475.2536
3001756,475.2536
3001757,475.25363
3001758,475.25363
3001759,475.25363
3001760,475.2536
3001761,475.2536
3001762,475.25363
3001763,475.25363
3001764,475.25363
3001765,475.2536
3001766,475.2536
3001767,475.25363
3001768,475.25363
3001769,475.25363
3001770,475.2536
3001771,475.2536
3001772,475.25363
3001773,475.25363
3001774,475.25363
3001775,475.2536
3001776,475.2536
3001777,475.25363
3001778,475.25363
3001779,475.25363
3001780,475.2536
3001781,475.2536
3001782,475.25363
3001783,475.25363
3001784,475.25363
3001785,475.2536
3001786,475.2536
3001787,475.25363
3001788,475.25363
3001789,475.25363
3001790,475.2536
3001791,475.2536
3001792,475.25363
3001793,475.25363
3001794,475.25363
3001795,475.2536
3001796,475.2536
3001797,475.25363
3001798,475.25363
3001799,475.25363
3001800,475.2536
3001801,475.2536
3001802,475.25363
3001803,475.25363
3001804,475.25363
3001805,475.2536
3001806,475.2536
3001807,475.25363
3001808,475.25363
3001809,475.25363
3001810,475.2536
3001811,475.2536
3001812,475.25363
3001813,475.25363
3001814,475.25363
3001815,475.2536
3001816,475.2536
3001817,475.25363
3001818,475.25363
3001819,475.25363
3001820,475.2536
3001821,475.2536
3001822,475.25363
3001823,475.25363
3001824,475.25363
3001825,475.2536
3001826,475.2536
3001827,475.25363
3001828,475.25363
3001829,475.25363
3001830,475.2536
3001831,475.2536
3001832,475.25363
3001833,475.25363
3001834,475.25363
3001835,475.2536
3001836,475.2536
3001837,475.25363
3001838,475.25363
3001839,475.25363
3001840,475.2536
3001841,475.2536
3001842,475.25363
3001843,475.25363
3001844,475.25363
3001845,475.2536
3001846,475.2536
3001847,475.25363
3001848,475.25363
3001849,475.25363
3001850,475.2536
3001851,475.2536
3001852,475.25363
3001853,475.25363
3001854,475.25363
3001855,475.2536
3001856,475.2536
3001857,475.25363
3001858,475.25363
3001859,475.25363
3001860,475.2536
3001861,475.2536
3001862,475.25363
3001863,475.25363
3001864,475.25363
3001865,475.2536
3001866,475.2536
3001867,475.25363
3001868,475.25363
3001869,475.25363
3001870,475.2536
3001871,475.2536
3001872,475.25363
3001873,475.25363
3001874,475.25363
3001875,475.2536
3001876,475.2536
3001877,475.25363
3001878,475.25363
3001879,475.25363
3001880,475.2536
3001881,475.2536
3001882,475.25363
3001883,475.25363
3001884,475.25363
3001885,475.2536
3001886,475.2536
3001887,475.25363
3001888,475.25363
3001889,475.25363
3001890,475.2536
3001891,475.2536
3001892,475.25363
3001893,475.25363
3001894,475.25363
3001895,475.2536
3001896,475.2536
3001897,475.25363
3001898,475.25363
3001899,475.25363
3001900,475.2536
3001901,475.2536
3001902,475.25363
3001903,475.25363
3001904,475.25363
3001905,475.2536
3001906,475.2536
3001907,475.25363
3001908,475.25363
3001909,475.25363
3001910,475.2536
3001911,475.2536
3001912,475.25363
3001913,475.25363
3001914,475.25363
3001915,475.2536
3001916,475.2536
3001917,475.25363
3001918,475.25363
3001919,475.25363
3001920,475.2536
3001921,475.2536
3001922,475.25363
3001923,475.25363
3001924,475.25363
3001925,475.2536
3001926,475.2536
3001927,475.25363
3001928,475.25363
3001929,475.25363
3001930,475.2536
3001931,475.2536
3001932,475.25363
3001933,475.25363
3001934,475.25363
3001935,475.2536
3001936,475.2536
3001937,475.25363
3001938,475.25363
3001939,475.25363
3001940,475.2536
3001941,475.2536
3001942,475.25363
3001943,475.25363
3001944,475.25363
3001945,475.2536
3001946,475.2536
3001947,475.25363
3001948,475.25363
3001949,475.25363
3001950,475.2536
3001951,475.2536
3001952,475.25363
3001953,475.25363
3001954,475.25363
3001955,475.2536
3001956,475.2536
3001957,475.25363
3001958,475.25363
3001959,475.25363
3001960,475.2536
3001961,475.2536
3001962,475.25363
3001963,475.25363
3001964,475.25363
3001965,475.2536
3001966,475.2536
3001967,475.25363
3001968,475.25363
3001969,475.25363
3001970,475.2536
3001971,475.2536
3001972,475.25363
3001973,475.25363
3001974,475.25363
3001975,475.2536
3001976,475.2536
3001977,475.25363
3001978,475.25363
3001979,475.25363
3001980,475.2536
3001981,475.2536
3001982,475.25363
3001983,475.25363
3001984,475.25363
3001985,475.2536
3001986,475.2536
3001987,475.25363
3001988,475.25363
3001989,475.25363
3001990,475.2536
3001991,475.2536
3001992,475.25363
3001993,475.25363
3001994,475.25363
3001995,475.2536
3001996,475.2536
3001997,475.25363
3001998,475.25363
3001999,475.25363
3002000,475.2536
3002001,475.2536
3002002,475.25363
3002003,475.25363
3002004,475.25363
3002005,475.2536
3002006,475.2536
3002007,475.25363
3002008,475.25363
3002009,475.25363
3002010,475.2536
3002011,475.2536
3002012,475.25363
3002013,475.25363
3002014,475.25363
3002015,475.2536
3002016,475.2536
3002017,475.25363
3002018,475.25363
3002019,475.25363
3002020,475.2536
3002021,475.2536
3002022,475.25363
3002023,475.25363
3002024,475.25363
3002025,475.2536
3002026,475.2536
3002027,475.25363
3002028,475.25363
3002029,475.25363
3002030,475.2536
3002031,475.2536
3002032,475.25363
3002033,475.25363
3002034,475.25363
3002035,475.2536
3002036,475.2536
3002037,475.25363
3002038,475.25363
3002039,475.25363
3002040,475.2536
3002041,475.2536
3002042,475.25363
3002043,475.25363
3002044,475.25363
3002045,475.2536
3002046,475.2536
3002047,475.25363
3002048,475.25363
3002049,475.25363
3002050,475.2536
3002051,475.2536
3002052,475.25363
3002053,475.25363
3002054,475.25363
3002055,475.2536
3002056,475.2536
3002057,475.25363
3002058,475.25363
3002059,475.25363
3002060,475.2536
3002061,475.2536
3002062,475.25363
3002063,475.25363
3002064,475.25363
3002065,475.2536
3002066,475.2536
3002067,475.25363
3002068,475.25363
3002069,475.25363
3002070,475.2536
3002071,475.2536
3002072,475.25363
3002073,475.25363
3002074,475.25363
3002075,475.2536
3002076,475.2536
3002077,475.25363
3002078,475.25363
3002079,475.25363
3002080,475.2536
3002081,475.2536
3002082,475.25363
3002083,475.25363
3002084,475.25363
3002085,475.2536
3002086,475.2536
3002087,475.25363
3002088,475.25363
3002089,475.25363
3002090,475.2536
3002091,475.2536
3002092,475.25363
3002093,475.25363
3002094,475.25363
3002095,475.2536
3002096,475.2536
3002097,475.25363
3002098,475.25363
3002099,475.25363
3002100,475.2536
3002101,475.2536
3002102,475.25363
3002103,475.25363
3002104,475.25363
3002105,475.2536
3002106,475.2536
3002107,475.25363
3002108,475.25363
3002109,475.25363
3002110,475.2536
3002111,475.2536
3002112,475.25363
3002113,475.25363
3002114,475.25363
3002115,475.2536
3002116,475.2536
3002117,475.25363
3002118,475.25363
3002119,475.25363
3002120,475.2536
3002121,475.2536
3002122,475.25363
3002123,475.25363
3002124,475.25363
3002125,475.2536
3002126,475.2536
3002127,475.25363
3002128,475.25363
3002129,475.25363
3002130,475.2536
3002131,475.2536
3002132,475.25363
3002133,475.25363
3002134,475.25363
3002135,475.2536
3002136,475.2536
3002137,475.25363
3002138,475.25363
3002139,475.25363
3002140,475.2536
3002141,475.2536
3002142,475.25363
3002143,475.25363
3002144,475.25363
3002145,475.2536
3002146,475.2536
3002147,475.25363
3002148,475.25363
3002149,475.25363
3002150,475.2536
3002151,475.2536
3002152,475.25363
3002153,475.25363
3002154,475.25363
3002155,475.2536
3002156,475.2536
3002157,475.25363
3002158,475.25363
3002159,475.25363
3002160,475.2536
3002161,475.2536
3002162,475.25363
3002163,475.25363
3002164,475.25363
3002165,475.2536
3002166,475.2536
3002167,475.25363
3002168,475.25363
3002169,475.25363
3002170,475.2536
3002171,475.2536
3002172,475.25363
3002173,475.25363
3002174,475.25363
3002175,475.2536
3002176,475.2536
3002177,475.25363
3002178,475.25363
3002179,475.25363
3002180,475.2536
3002181,475.2536
3002182,475.25363
3002183,475.25363
3002184,475.25363
3002185,475.2536
3002186,475.2536
3002187,475.25363
3002188,475.25363
3002189,475.25363
3002190,475.2536
3002191,475.2536
3002192,475.25363
3002193,475.25363
3002194,475.25363
3002195,475.2536
3002196,475.2536
3002197,475.25363
3002198,475.25363
3002199,475.25363
3002200,475.2536
3002201,475.2536
3002202,475.25363
3002203,475.25363
3002204,475.25363
3002205,475.2536
3002206,475.2536
3002207,475.25363
3002208,475.25363
3002209,475.25363
3002210,475.2536
3002211,475.2536
3002212,475.25363
3002213,475.25363
3002214,475.25363
3002215,475.2536
3002216,475.2536
3002217,475.25363
3002218,475.25363
3002219,475.25363
3002220,475.2536
3002221,475.2536
3002222,475.25363
3002223,475.25363
3002224,475.25363
3002225,475.2536
3002226,475.2536
3002227,475.25363
3002228,475.25363
3002229,475.25363
3002230,475.2536
3002231,475.2536
3002232,475.25363
3002233,475.25363
3002234,475.25363
3002235,475.2536
3002236,475.2536
3002237,475.25363
3002238,475.25363
3002239,475.25363
3002240,475.2536
3002241,475.2536
3002242,475.25363
3002243,475.25363
3002244,475.25363
3002245,475.2536
3002246,475.2536
3002247,475.25363
3002248,475.25363
3002249,475.25363
3002250,475.2536
3002251,475.2536
3002252,475.25363
3002253,475.25363
3002254,475.25363
3002255,475.2536
3002256,475.2536
3002257,475.25363
3002258,475.25363
3002259,475.25363
3002260,475.2536
3002261,475.2536
3002262,475.25363
3002263,475.25363
3002264,475.25363
3002265,475.2536
3002266,475.2536
3002267,475.25363
3002268,475.25363
3002269,475.25363
3002270,475.2536
3002271,475.2536
3002272,475.25363
3002273,475.25363
3002274,475.25363
3002275,475.2536
3002276,475.2536
3002277,475.25363
3002278,475.25363
3002279,475.25363
3002280,475.2536
3002281,475.2536
3002282,475.25363
3002283,475.25363
3002284,475.25363
3002285,475.2536
3002286,475.2536
3002287,475.25363
3002288,475.25363
3002289,475.25363
3002290,475.2536
3002291,475.2536
3002292,475.25363
3002293,475.25363
3002294,475.25363
3002295,475.2536
3002296,475.2536
3002297,475.25363
3002298,475.25363
3002299,475.25363
3002300,475.2536
3002301,475.2536
3002302,475.25363
3002303,475.25363
3002304,475.25363
3002305,475.2536
3002306,475.2536
3002307,475.25363
3002308,475.25363
3002309,475.25363
3002310,475.2536
3002311,475.2536
3002312,475.25363
3002313,475.25363
3002314,475.25363
3002315,475.2536
3002316,475.2536
3002317,475.25363
3002318,475.25363
3002319,475.25363
3002320,475.2536
3002321,475.2536
3002322,475.25363
3002323,475.25363
3002324,475.25363
3002325,475.2536
3002326,475.2536
3002327,475.25363
3002328,475.25363
3002329,475.25363
3002330,475.2536
3002331,475.2536
3002332,475.25363
3002333,475.25363
3002334,475.25363
3002335,475.2536
3002336,475.2536
3002337,475.25363
3002338,475.25363
3002339,475.25363
3002340,475.2536
3002341,475.2536
3002342,475.25363
3002343,475.25363
3002344,475.25363
3002345,475.2536
3002346,475.2536
3002347,475.25363
3002348,475.25363
3002349,475.25363
3002350,475.2536
3002351,475.2536
3002352,475.25363
3002353,475.25363
3002354,475.25363
3002355,475.2536
3002356,475.2536
3002357,475.25363
3002358,475.25363
3002359,475.25363
3002360,475.2536
3002361,475.2536
3002362,475.25363
3002363,475.25363
3002364,475.25363
3002365,475.2536
3002366,475.2536
3002367,475.25363
3002368,475.25363
3002369,475.25363
3002370,475.2536
3002371,475.2536
3002372,475.25363
3002373,475.25363
3002374,475.25363
3002375,475.2536
3002376,475.2536
3002377,475.25363
3002378,475.25363
3002379,475.25363
3002380,475.2536
3002381,475.2536
3002382,475.25363
3002383,475.25363
3002384,475.25363
3002385,475.2536
3002386,475.2536
3002387,475.25363
3002388,475.25363
3002389,475.25363
3002390,475.2536
3002391,475.2536
3002392,475.25363
3002393,475.25363
3002394,475.25363
3002395,475.2536
3002396,475.2536
3002397,475.25363
3002398,475.25363
3002399,475.25363
3002400,475.2536
3002401,475.2536
3002402,475.25363
3002403,475.25363
3002404,475.25363
3002405,475.2536
3002406,475.2536
3002407,475.25363
3002408,475.25363
3002409,475.25363
3002410,475.2536
3002411,475.2536
3002412,475.25363
3002413,475.25363
3002414,475.25363
3002415,475.2536
3002416,475.2536
3002417,475.25363
3002418,475.25363
3002419,475.25363
3002420,475.2536
3002421,475.2536
3002422,475.25363
3002423,475.25363
3002424,475.25363
3002425,475.2536
3002426,475.2536
3002427,475.25363
3002428,475.25363
3002429,475.25363
3002430,475.2536
3002431,475.2536
3002432,475.25363
3002433,475.25363
3002434,475.25363
3002435,475.2536
3002436,475.2536
3002437,475.25363
3002438,475.25363
3002439,475.25363
3002440,475.2536
3002441,475.2536
